company_name,plant_name,Technology,Type,CHP,primary_fuel,secondary_fuel,installed_capacity_MW,grid_connection_type,country,Region,Postcode,os_reference,X-Coordinate,Y-Coordinate,year_commissioned
Anesco,Berry Court,solar,PV,No,Solar,,3.92028,LV,England,South East,RG265AT,,461938,159221,2016
Anesco,Homestead,solar,PV,No,Solar,,3.95355,LV,England,South East,PO410TZ,,439433,88404,2015
Anesco,Puriton F,solar,PV,No,Solar,,3.96,LV,England,South West,TA78AD,,,,2016
Anesco,Portworthy,solar,PV,No,Solar,,4.0239,LV,England,South West,PL75JP,,256878,60850,2015
Anesco,Radcliffe,solar,PV,No,Solar,,4.15745,LV,England,East Midlands,NG122LT,,463038,338202,2015
Anesco,Michaelston,solar,PV,No,Solar,,4.17428,LV,Wales,Wales,CF36XS,,322998,183674,2016
Anesco,Oxcroft,solar,PV,No,Solar,,4.18965,LV,England,East Midlands,S446AG,,446492,374323,2016
Anesco,Ollerton,solar,PV,No,Solar,,4.25256,LV,England,East Midlands,NG229DX,,463220,366009,2017
Anesco,Fell View ,solar,PV,No,Solar,,4.2588,LV,England,North West,PR25SD,,358322,433776,2016
Anesco,Wymeswold - Wide Lane,solar,PV,No,Solar,,4.2796,LV,England,East Midlands,LE126SE,,463380,323140,2016
Anesco,Granville,solar,PV,No,Solar,,4.43716,LV,England,West Midlands,TF28PQ,,372363,313370,2016
Anesco,Hungerford ,solar,PV,No,Solar,,4.47426,LV,England,South East,RG278SW,,478178,153997,2016
Anesco,Puriton,solar,PV,No,Solar,,4.56768,LV,England,South West,TA64TG,,332462,142273,2011
Anesco,Barton Close,solar,PV,No,Solar,,4.61032,LV,England,South West,,SY651810,247374,141403,2015
Anesco,Willows Farm,solar,PV,No,Solar,,4.62,LV,England,West Midlands,WR114TG,,,,2016
Anesco,Jordanston,solar,PV,No,Solar,,4.631,LV,Wales,Wales,SA708NQ,,,,2013
Anesco,Trickey Warren,solar,PV,No,Solar,,4.63197,LV,England,South West,TA37DY,,320109,114779,2015
Anesco,Oakham,solar,PV,No,Solar,,4.63962,LV,England,South West,BS324BS,,359684,183393,2016
Anesco,Derwyn,solar,PV,No,Solar,,4.664,LV,England,Wales,CF623AA,,,,2016
Anesco,Brook Hall,solar,PV,No,Solar,,4.67376,LV,England,South West,BA149PT,,385169,153475,2016
Anesco,Crow Trees,solar,PV,No,Solar,,4.69315,LV,England,East Midlands,NG171JF,,,,2016
Anesco,The Willows,solar,PV,No,Solar,,4.734,LV,England,West Midlands,CV379RG,,410262,333700,2016
Anesco,The Oaks,solar,PV,No,Solar,,4.736,LV,England,West Midlands,CV379RG,,415458,255809,2016
Anesco,Lucern,solar,PV,No,Solar,,4.74,LV,England,West Midlands,CV379RG,,415458,255809,2016
Anesco,Rainbow ,solar,PV,No,Solar,,4.79074,LV,England,South West,TA64TG,,331238,141809,2015
Anesco,Thame,solar,PV,No,Solar,,4.7916,LV,England,South East,OX93QH,,473366,206186,2016
Anesco,Ashton,solar,PV,No,Solar,,4.80816,LV,England,South West,BA146DX,,388976,158134,2017
Anesco,Kent,solar,PV,No,Solar,,4.857,LV,England,South East,ME207FG,,,,2016
Anesco,Oak Cottage,solar,PV,No,Solar,,4.8672,LV,Wales,Wales,SA624PR,,202839,217801,2015
Anesco,Grantham,solar,PV,No,Solar,,4.87872,LV,England,East Midlands,,SU508503,507000,392000,2015
Anesco,Lodge Farm,solar,PV,No,Solar,,4.87968,LV,England,East Midlands,S445TE,,441566,370954,2015
Anesco,Lindridge,solar,PV,No,Solar,,4.92408,LV,England,East Midlands,LE99FD,,,,2016
Anesco,Greencroft,solar,PV,No,Solar,,4.92752,LV,England,North East,DH97XR,,417307,550812,2016
Anesco,Skylark,solar,PV,No,Solar,,4.93885,LV,England,Eastern,CB232SZ,,531754,257635,2013
Anesco,Abbey Fields,solar,PV,No,Solar,,4.94208,LV,England,South East,ME108HD,,,,2016
Anesco,Hyde Farm,solar,PV,No,Solar,,4.94208,LV,England,South East,MK464DU,,488765,253909,2017
Anesco,Spear Hill,solar,PV,No,Solar,,4.951,LV,England,South East,RH203BA,,,,2016
Anesco,Heywood Grange,solar,PV,No,Solar,,4.9631,LV,England,West Midlands,ST102PL,,396689,345502,2016
Anesco,Biglis,solar,PV,No,Solar,,4.973,LV,England,Wales,CF631BL,,,,2016
Anesco,Radford,solar,PV,No,Solar,,4.97352,LV,England,West Midlands,CV311XJ,,435175,261988,2015
Anesco,Albrighton,solar,PV,No,Solar,,4.97352,LV,England,West Midlands,WV91RQ,,383987,305139,2017
Anesco,Moss Thorn,solar,PV,No,Solar,,4.97352,LV,England,North West,CA110BY,,348608,530601,2017
Anesco,Askern,solar,PV,No,Solar,,4.97372,LV,England,Yorkshire and Humber,DN60BZ,,455441,413876,2015
Anesco,Wreay,solar,PV,No,Solar,,4.97536,LV,England,North West,CA40PY,,342315,547311,2017
Anesco,Blackwell Grange,solar,PV,No,Solar,,4.97664,LV,England,West Midlands,CV364PF,,422892,243330,2017
Anesco,East Appleton,solar,PV,No,Solar,,4.97952,LV,England,Yorkshire and Humber,DL107QE,,423660,495768,2016
Anesco,Stripe,solar,PV,No,Solar,,4.97952,LV,England,Yorkshire and Humber,DL107PW,,419640,502487,2016
Anesco,The Rushes ,solar,PV,No,Solar,,4.97952,LV,England,West Midlands,CV379RG,,416507,255215,2016
Anesco,The Leys,solar,PV,No,Solar,,4.97952,LV,England,West Midlands,CV379RG,,415118,253833,2016
Anesco,Blue House,solar,PV,No,Solar,,4.97952,LV,England,North East,TS225PW,,446965,526727,2016
Anesco,Poplars,solar,PV,No,Solar,,4.98,LV,England,Eastern,CV379RG,,551077,298243,2016
Anesco,Moneystone,solar,PV,No,Solar,,4.98324,LV,England,West Midlands,ST102DZ,,404572,346224,2016
Anesco,Cotgrave,solar,PV,No,Solar,,4.9833,LV,England,East Midlands,NG123GU,,463974,336042,2015
Anesco,Sheep Shed ,solar,PV,No,Solar,,4.98576,LV,England,West Midlands,CV379RG,,415469,255805,2016
Anesco,Lee Moor,solar,PV,No,Solar,,4.98732,LV,England,South West,PL75JP,,256033,60850,2016
Anesco,Guynd,solar,PV,No,Solar,,4.98784,LV,Scotland,Scotland,,SK880386,356230,742772,2015
Anesco,Warren ,solar,PV,No,Solar,,4.98888,LV,England,South East,SO519AG,,437906,121342,2016
Anesco,Misson Park,solar,PV,No,Solar,,4.9896,LV,England,East Midlands,DN106DP,,,,2016
Anesco,Basin Bridge,solar,PV,No,Solar,,4.9896,LV,England,East Midlands,CV136JJ,,,,2016
Anesco,Sutor,solar,PV,No,Solar,,4.992,LV,England,South West,BA99RA,,,,2016
Anesco,Dale Farm,solar,PV,No,Solar,,4.996,LV,England,,,,,,2018
Anesco,Shalfleet,solar,PV,No,Solar,,4.99602,LV,England,South East,PO410TZ,,440587,88605,2015
Anesco,Salford Lodge,solar,PV,No,Solar,,4.9962,LV,England,West Midlands,WR118SN,,,,2015
Anesco,Nanthenfoel,solar,PV,No,Solar,,4.99684,LV,Wales,Wales,SA487NP,,254014,252465,2017
Anesco,Wally Corner,solar,PV,No,Solar,,4.997,LV,England,,,,,,2017
Anesco,Bumpers Farm,solar,PV,No,Solar,,4.99712,LV,England,South East,HP279RE,,476303,205882,2017
Anesco,Brookside ,solar,PV,No,Solar,,4.99737,LV,England,West Midlands,CV379RG,,414476,254127,2016
Anesco,Tump Farm,solar,PV,No,Solar,,4.998,LV,England,South West,NP167HN,,,,2017
Anesco,Swanland,solar,PV,No,Solar,,4.998,LV,England,London,EN63NH,,,,2017
Anesco,Marchington,solar,PV,No,Solar,,4.99824,LV,England,West Midlands,DE65GX,,,,2016
Anesco,Low Burntoft ,solar,PV,No,Solar,,4.99824,LV,England,North East,TS225PD,,445706,527911,2016
Anesco,Hermitage ,solar,PV,No,Solar,,4.99881,LV,England,Eastern,MK455JD,,503595,232813,2016
Anesco,Rymes,solar,PV,No,Solar,,4.99908,LV,England,South West,GL181HE,,,,2017
Anesco,Newlands,solar,PV,No,Solar,,4.99928,LV,England,South West,,SU115278,365099,81019,2015
Anesco,Bake Farm,solar,PV,No,Solar,,4.99928,LV,Scotland,Scotland,,NO564429,233036,58842,2015
Anesco,Kinblethmont,solar,PV,No,Solar,,4.99928,LV,Scotland,Scotland,,ST576232,363182,746857,2016
Anesco,Hale Manor Farm,solar,PV,No,Solar,,4.99928,LV,England,South East,PO303AR,,,,2016
Anesco,The Beeches,solar,PV,No,Solar,,4.9998,LV,England,West Midlands,CV379RG,,414445,254098,2016
Anesco,Malmesbury,solar,PV,No,Solar,,5,LV,England,South West,SN169SR,,,,2016
Anesco,Sheepbridge,solar,PV,No,Solar,,5,LV,England,South East,RG71PX,,,,2016
Anesco,Littlewood,solar,PV,No,Solar,,5,LV,England,North West,NG198JA,,,,2017
Anesco,Shelswell ,solar,PV,No,Solar,,5.06331,LV,England,South East,OX278EH,,460822,230982,2013
Anesco,Salcey Farm ,solar,PV,No,Solar,,5.46156,LV,England,South East,MK168LP,,485184,250544,2014
Anesco,Bulls Head North,solar,PV,No,Solar,,5.51304,LV,England,East Midlands,MK168LP,,481460,251327,2014
Anesco,Bilsthorpe ,solar,PV,No,Solar,,5.7408,LV,England,East Midlands,NG228ST,,465147,361625,2014
Anesco,Gedling,solar,PV,No,Solar,,5.7408,LV,England,East Midlands,NG44JX,,461655,344045,2015
Anesco,Saron,solar,PV,No,Solar,,6.33258,LV,Wales,Wales,SA183TW,,260904,212664,2015
Anesco,Whitchurch,solar,PV,No,Solar,,6.52,LV,England,South West,BA34DW,,363439,153553,2014
Anesco,Horsacott,solar,PV,No,Solar,,6.54,LV,England,South West,EX312PD,,,,2013
Anesco,Pen-Y-Cae,solar,PV,No,Solar,,6.76227,LV,Wales,Wales,SA183BJ,,260143,211806,2015
Anesco,Higher Bye,solar,PV,No,Solar,,6.79059,LV,England,South West,TA230JT,,305042,142360,2015
Anesco,East Farm ,solar,PV,No,Solar,,6.843,LV,England,South West,BA120PG,,398727,142115,2013
Anesco,Nancrossa,solar,PV,No,Solar,,6.856,LV,England,South West,TR109EA,,,,2016
Anesco,Mendip ,solar,PV,No,Solar,,7.175,LV,England,South West,BA53AA,,359176,151234,2014
Anesco,Newnton Dairy ,solar,PV,No,Solar,,7.176,LV,England,South West,SN169SR,,392277,191968,2014
Anesco,Waycock,solar,PV,No,Solar,,7.35678,LV,Wales,Wales,CF623AA,,,,2016
Anesco,Blackdown ,solar,PV,No,Solar,,7.454,LV,England,South West,TA37DY,,320819,114679,2014
Anesco,Abergelli,solar,PV,No,Solar,,7.68222,LV,Wales,Wales,SA57NN,,265507,202009,2015
Anesco,Priors Byne,solar,PV,No,Solar,,8.023,LV,England,South East,RH138NX,,,,2015
Anesco,Yarburgh,solar,PV,No,Solar,,8.08606,LV,England,East Midlands,LN11ONU,,534300,391971,2015
Anesco,Halse,solar,PV,No,Solar,,8.34048,LV,England,South West,TA43LY,,,,2013
Anesco,Playters,solar,PV,No,Solar,,8.6295,LV,England,Eastern,NR347TN,,644257,287733,2015
Anesco,Southfield,solar,PV,No,Solar,,9.7614,LV,England,South West,CT67DZ,,357089,124014,2016
Anesco,Clayhill,solar,PV,No,Solar,,9.8406,LV,England,Eastern,MK455JD,,504351,233195,2017
Anesco,Owls Lodge ,solar,PV,No,Solar,,10.00465,LV,England,South East,SP116PL,,443869,142971,2013
Anesco,Steventon ,solar,PV,No,Solar,,10.03917,LV,England,South East,OX136AP,,444299,192928,2014
Anesco,Huntingdon ,solar,PV,No,Solar,,10.204,LV,England,Eastern,PE285YJ,,520021,281612,2014
Anesco,Lincoln Farm,solar,PV,No,Solar,,10.6848,LV,England,East Midlands,PE245AT,,,,2016
Anesco,Watchfield,solar,PV,No,Solar,,10.6998,LV,England,South West,TA94LD,,334135,147772,2014
Anesco,Welbeck ,solar,PV,No,Solar,,11.2608,LV,England,East Midlands,NG209PU,,457669,369999,2014
Anesco,Bumpers Farm 2,solar,PV,No,Solar,,12.0077,LV,England,South East,HP279RE,,,,2020
Anesco,Eynsham,solar,PV,No,Solar,,13.452,LV,England,South East,OX296XD,,439658,210754,2014
Anesco,Anglesey ,solar,PV,No,Solar,,14.92608,LV,Wales,Wales,LL635SZ,,238717,367342,2014
Anesco,Hadlow,solar,PV,No,Solar,,18.92176,LV,England,South East,CB89YD,,562879,145736,2015
Anesco,Troughton,solar,PV,No,Solar,,30.86604,LV,England,South West,GL207BW,,,,2016
Anesco,Broxted,solar,PV,No,Solar,,31.59,LV,England,Eastern,,TQ637458,572387,251110,2013
Anesco,Sandridge,solar,PV,No,Solar,,49.62,LV,England,,,,,,2015
Atmosclear,Stables Farm,solar,PV,No,Solar,,1,LV,England,South East,,,440920,88770,2012
Atmosclear,Broadgate,solar,PV,No,Solar,,1.1,LV,England,South West,,,277641,107308,2012
Atmosclear,Barton,solar,PV,No,Solar,,1.2,LV,England,South West,,,307778,117118,2012
Atmosclear,Higher Pirzwell,solar,PV,No,Solar,,1.2,LV,England,South West,,,307546,109156,2012
Atmosclear,Yeowood,solar,PV,No,Solar,,1.2,LV,England,South West,,,344385,162232,2012
Atmosclear,Kia-Ora Farm,solar,PV,No,Solar,,1.8,LV,England,South West,,,300975,107058,2013
Atmosclear,Luson,solar,PV,No,Solar,,1.9,LV,England,South West,,,262016,53112,2013
Atmosclear,Long Ash Lane Solar Park ,solar,PV,No,Solar,,5,LV,England,South West,,,360928,102540,2017
Babcock International and Fluor Inc,Maentwrog,hydro,Natural Flow,No,Hydro,,35.3,HV,Wales,Wales,LL414HY,,267297.8126,337806.872,1928
BayWa R.E,Bagmoor Wind Ltd,wind_onshore,Onshore,No,Wind,,16,HV,England,Yorkshire and Humber,DN159GH,,488240,415400,2009
BayWa R.E,Tir Mostyn & Foel Goch Ltd,wind_onshore,Onshore,No,Wind,,21.25,HV,Wales,Wales,LL165RN,,300300,358800,2005
BayWa R.E,Scout Moor Wind Farm Ltd,wind_onshore,Onshore,No,Wind,,65,HV,England,North West,OL127TY,,382400,419200,2008
Bluefield Services,Bradenstoke Solar Park Ltd,solar,PV,No,Solar,,69.7884,LV,England,South West,SN154PZ,,402315,178635,2015
Calon Energy,Baglan Generating Ltd,CCGT,CCGT,No,Natural Gas,,520,HV,England,,,,276567,189618,2002
Calon Energy,SUTTON BRIDGE POWER GENERATION,CCGT,CCGT,No,Natural Gas,,819,HV,England,,,,547836,321256,1999
Calon Energy,Severn Power Ltd,CCGT,CCGT,No,Natural Gas,,850,HV,England,,,,333250,185006,2010
Capital Dynamics UK,Wythegill,wind_onshore,Onshore,No,Wind,,1.5,HV,England,North West,,NY0121131657,301881,532072,2015
Capital Dynamics UK,Garlenick,wind_onshore,Onshore,No,Wind,,4,LV,England,South West,TR24RQ,,194662,49203,2014
Capital Dynamics UK,Daintree,wind_onshore,Onshore,No,Wind,,4,LV,England,East Midlands,NN67GW,,457545,272243,2014
Capital Dynamics UK,East Youlstone,wind_onshore,Onshore,No,Wind,,4,LV,England,South West,EX239PU,,227610,115654,2015
Capital Dynamics UK,Ysgellog,wind_onshore,Onshore,No,Wind,,4.6,LV,Wales,Wales,LL060AW,,240490,391238,2013
Capital Dynamics UK,Mossmorran,wind_onshore,Onshore,No,Wind,,4.6,HV,Scotland,Scotland,,NT1793489429,318109,689419,2016
Capital Dynamics UK,Rymes,solar,PV,No,Solar,,4.9908,LV,Wales,,,,,,2017
Capital Dynamics UK,Harthill Torrance,wind_onshore,Onshore,No,Wind,,5.7,LV,Scotland,Scotland,,,,,2015
Capital Dynamics UK,Westnewton (BEGL4),wind_onshore,Onshore,No,Wind,,6.15,LV,Scotland,,,,,,2014
Capital Dynamics UK,Middle Balbeggie,wind_onshore,Onshore,No,Wind,,6.4,LV,Scotland,Scotland,,,,,2016
Capital Dynamics UK,Potato Pot,wind_onshore,Onshore,No,Wind,,7.05,LV,Scotland,,,,,,2016
Capital Dynamics UK,Airfield Poddington,wind_onshore,Onshore,No,Wind,,8.55,LV,Scotland,,,,,,2017
Capital Dynamics UK,Watford Lodge ,wind_onshore,Onshore,No,Wind,,10.25,LV,Scotland,,,,,,2015
Capital Dynamics UK,Falkirk Tod Hill,wind_onshore,Onshore,No,Wind,,11.4,LV,Scotland,,,,,,2015
Capital Dynamics UK,Red Gap,wind_onshore,Onshore,No,Wind,,12.5,LV,Scotland,,,,,,2017
Capital Dynamics UK,Seegronan,wind_onshore,Onshore,No,Wind,,13.8,LV,Scotland,,,,,,2016
Capital Dynamics UK,Crockandun,wind_onshore,Onshore,No,Wind,,15,LV,Scotland,,,,,,2017
Capital Dynamics UK,Shantavny,wind_onshore,Onshore,No,Wind,,16.1,LV,Scotland,,,,,,2017
Capital Dynamics UK,Whiteside Hill,wind_onshore,Onshore,No,Wind,,28.5,HV,Scotland,,,,,,2018
Centrica,Glanford Brigg,fossil_fuel,Single Cycle,No,Natural Gas,,99,HV,England,Yorkshire and Humber,,,499848,401561,1994
Co-owned by SSE Group and Cheung Kong Infrastructure Ltd,Seabank Power Ltd,CCGT,CCGT,No,Natural Gas,,1234,HV,England,South West,,,343425,161749,2000
Co-owned by SSE Group and Wheelabrator Technologies Inc,FM1,bioenergy,Bioenergy,No,MSW,,79,LV,England,Yorkshire and Humber,,,447490,424684,2015
Co-owned by SSE Group and Wheelabrator Technologies Inc,FM2,bioenergy,Bioenergy,No,MSW,,79,LV,England,Yorkshire and Humber,,,447490,424684,2019
Cubico Sustainable Investments,Chiplow,wind_onshore,Onshore,No,Wind,,8.2,LV,England,Eastern,PE318SR,,,,2016
Cubico Sustainable Investments,Kelmarsh,wind_onshore,Onshore,No,Wind,,12.3,LV,England,East Midlands,NN69LZ,,,,2016
Cubico Sustainable Investments,Winwick,wind_onshore,Onshore,No,Wind,,12.3,LV,England,East Midlands,NN67NS,,,,2016
Cubico Sustainable Investments,Wandylaw,wind_onshore,Onshore,No,Wind,,20.5,LV,England,North East,NE675HG,,,,2013
Cubico Sustainable Investments,Middlewick,wind_onshore,Onshore,No,Wind,,20.7,LV,England,Eastern,CM07JQ,,600140,200001,2014
Cubico Sustainable Investments,Penmanshiel ,wind_onshore,Onshore,No,Wind,,28.7,LV,Scotland,Scotland,TD113RP,,380006,667129,2016
Cubico Sustainable Investments,Owls Hatch,solar,PV,No,Solar,,51.9376,LV,England,South East,,SS478415,615860,165945,2015
E.ON,Blackburn Meadows,bioenergy,Bioenergy,Yes,Biomass,,34,LV,England,Yorkshire and Humber,,SK3950991482,440075,391650,2015
E.ON,Steven's Croft,bioenergy,Bioenergy,Yes,Biomass,,46,LV,Scotland,Scotland,,,312100,585100,2007
Ecotricity,Lynch Knoll,wind_onshore,Onshore,No,Wind,,0.5,LV,England,South West,GL103UJ,,381600,200400,1996
Ecotricity,East Kilbride,wind_onshore,Onshore,No,Wind,,0.6,LV,Scotland,Scotland,G750ZZ,,264500,652000,2001
Ecotricity,H&H,wind_onshore,Onshore,No,Wind,,0.81,LV,England,Yorkshire and Humber,DN140BA,,0,0,2016
Ecotricity,QEH,wind_onshore,Onshore,No,Wind,,0.81,LV,England,Eastern,PE304ET,,565228,320492,2016
Ecotricity,RSPB,wind_onshore,Onshore,No,Wind,,0.81,LV,England,Eastern,SG192DL,,0,0,2016
Ecotricity,Fen Farm Solar,solar,PV,No,Solar,,0.9,LV,England,East Midlands,LN117BP,,537585,393825,2011
Ecotricity,Mablethorpe,wind_onshore,Onshore,No,Wind,,1.2,LV,England,East Midlands,LN122QW,,548900,382500,2002
Ecotricity,Ecotech,wind_onshore,Onshore,No,Wind,,1.5,LV,England,Eastern,PE377HT,,0,0,1999
Ecotricity,Somerton,wind_onshore,Onshore,No,Wind,,1.8,LV,England,Eastern,NR294EY,,646900,318800,2000
Ecotricity,Swaffham II,wind_onshore,Onshore,No,Wind,,1.8,LV,England,Eastern,PE377HL,,582197,309324,2003
Ecotricity,Green Park,wind_onshore,Onshore,No,Wind,,2,LV,England,South East,RG26UE,,470755,169271,2005
Ecotricity,Shooters,wind_onshore,Onshore,No,Wind,,2,LV,England,South West,BA34LU,,359380,150740,2008
Ecotricity,Worksop,wind_onshore,Onshore,No,Wind,,2,LV,England,East Midlands,S802PU,,461695,378487,2009
Ecotricity,Cardiff,wind_onshore,Onshore,No,Wind,,2.3,LV,Wales,Wales,CF32EE,,323460,179215,2011
Ecotricity,Dundee,wind_onshore,Onshore,No,Wind,,4,LV,Scotland,Scotland,DD88UQ,,269652,688422,2006
Ecotricity,Dagenham,wind_onshore,Onshore,No,Wind,,5.9,LV,England,London,RM96SA,,550300,181600,2004
Ecotricity,Bristol Port,wind_onshore,Onshore,No,Wind,,6,LV,England,South West,BS119DQ,,350907,179457,2007
Ecotricity,Alveston,wind_onshore,Onshore,No,Wind,,6.9,LV,England,South West,BS353TD,,365450,186055,2017
Ecotricity,Dalby,wind_onshore,Onshore,No,Wind,,7.29,LV,England,East Midlands,LE143LY,,465397,322239,2016
Ecotricity,Galsworthy,wind_onshore,Onshore,No,Wind,,9.2,LV,England,South West,EX395NP,,240007,115922,2014
Ecotricity,Bambers,wind_onshore,Onshore,No,Wind,,9.6,LV,England,East Midlands,LN112QW,,549500,383600,2004
Ecotricity,Fen Farm,wind_onshore,Onshore,No,Wind,,16,LV,England,East Midlands,LN117LU,,537585,393825,2007
EDF Energy,Kirkheaton,wind_onshore,Onshore,No,Wind,,1.8,LV,England,North East,NE192DQ,,400800,576900,2000
EDF Energy,High Hedley I,wind_onshore,Onshore,No,Wind,,2.4,LV,England,North East,DL134PR,,415700,541000,2001
EDF Energy,Great Orton,wind_onshore,Onshore,No,Wind,,3.96,LV,England,North west,CA70JY,,331300,553400,1999
EDF Energy,High Hedley II,wind_onshore,Onshore,No,Wind,,5.2,LV,England,North East,DL134PR,,415700,541000,2008
EDF Energy,Trimdon,wind_onshore,Onshore,No,Wind,,5.2,LV,England,North East,TS296NR,,436000,536300,2008
EDF Energy,Boundary Lane,wind_onshore,Onshore,No,Wind,,6.15,LV,England,North East,DH89LQ,,404708,550336,2013
EDF Energy,Fairfield,wind_onshore,Onshore,No,Wind,,6.5,LV,England,North West,CA144QE,,301826,521459,2011
EDF Energy,Roade,wind_onshore,Onshore,No,Wind,,7.2,LV,England,East Midlands,NN72EG,,477964,252105,2014
EDF Energy,Langley,wind_onshore,Onshore,No,Wind,,8,LV,England,North East,DH70EE,,420928,547703,2008
EDF Energy,Broomhill,wind_onshore,Onshore,No,Wind,,8,LV,England,North East,DL134LY,,415500,539500,2009
EDF Energy,Park Spring,wind_onshore,Onshore,No,Wind,,8.55,LV,England,Yorkshire and Humber,EH558RT,,439689,408763,2015
EDF Energy,Llangwyryfon,wind_onshore,Onshore,No,Wind,,9.35,LV,Wales,Wales,SY234SR,,261752,269577,2003
EDF Energy,Burnfoot East,wind_onshore,Onshore,No,Wind,,10.8,LV,Scotland,Scotland,FK147JZ,,,,2020
EDF Energy,Red House,wind_onshore,Onshore,No,Wind,,12,LV,England,East Midlands,PE129NG,,542000,329000,2006
EDF Energy,Barmoor,wind_onshore,Onshore,No,Wind,,12,LV,England,North East,TD152QD,,393797,634046,2014
EDF Energy,Glassmoor II,wind_onshore,Onshore,No,Wind,,12.3,LV,England,Eastern,PE262TS,,528421,292867,2013
EDF Energy,Rhodders,wind_onshore,Onshore,No,Wind,,12.3,LV,Scotland,Scotland,FK147JZ,,288738,697461,2016
EDF Energy,Walkway,wind_onshore,Onshore,No,Wind,,14,LV,England,North East,TS225NS,,439000,530000,2008
EDF Energy,Cemmaes,wind_onshore,Onshore,No,Wind,,15.3,LV,Wales,Wales,SY209PR,,286800,306000,2002
EDF Energy,Glassmoor I,wind_onshore,Onshore,No,Wind,,16,LV,England,Eastern,PE262TS,,543128,292192,2006
